事件/資產名稱,DNA層級,DNA追溯碼,I值（事件重要性）,R值（影響範圍）,三才校驗,三色審計,創建時間,創建者,商業授權狀態,壓力測試問題,壓力測試結果,女媧五彩石,審查對象,對外狀態,已加密,已否決,平台/來源,最後編輯,本機路徑,松緊級別,治理維度,涉及維度,熔斷級別,版本號,登記時間,紅線觸碰,編輯者,老大原話存檔,處理狀態,行動建議,證據鏈摘要,負責人,資產類型,風險評分,龍魂ID
安全报告_20260129_120000.md,,#龍芯⚡️2026-03-27-MOD_20260129_120000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260129_120000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2110
安全报告_20260129_140000.md,,#龍芯⚡️2026-03-27-MOD_20260129_140000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260129_140000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2114
安全报告_20260129_200000.md,,#龍芯⚡️2026-03-27-MOD_20260129_200000_MD_454C-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260129_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2130
安全报告_20260129_210000.md,,#龍芯⚡️2026-03-27-MOD_20260129_210000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260129_210000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2133
安全报告_20260130_000000.md,,#龍芯⚡️2026-03-27-MOD_20260130_000000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260130_000000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2141
安全报告_20260130_180000.md,,#龍芯⚡️2026-03-27-MOD_20260130_180000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260130_180000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2160
安全报告_20260130_230001.md,,#龍芯⚡️2026-03-27-MOD_20260130_230001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260130_230001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2169
安全报告_20260131_020001.md,,#龍芯⚡️2026-03-27-MOD_20260131_020001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_020001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2178
安全报告_20260131_040000.md,,#龍芯⚡️2026-03-27-MOD_20260131_040000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_040000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2186
安全报告_20260131_050000.md,,#龍芯⚡️2026-03-27-MOD_20260131_050000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_050000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2189
安全报告_20260131_070000.md,,#龍芯⚡️2026-03-27-MOD_20260131_070000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_070000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2196
安全报告_20260131_080000.md,,#龍芯⚡️2026-03-27-MOD_20260131_080000_MD_2D6A-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_080000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2200
安全报告_20260131_100000.md,,#龍芯⚡️2026-03-27-MOD_20260131_100000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_100000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2205
安全报告_20260131_110001.md,,#龍芯⚡️2026-03-27-MOD_20260131_110001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_110001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2215
安全报告_20260131_150001.md,,#龍芯⚡️2026-03-27-MOD_20260131_150001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_150001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2228
安全报告_20260131_160000.md,,#龍芯⚡️2026-03-27-MOD_20260131_160000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:07,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:07,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_160000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2230
安全报告_20260131_200001.md,,#龍芯⚡️2026-03-27-MOD_20260131_200001_MD_4C4A-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260131_200001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2236
安全报告_20260201_030001.md,,#龍芯⚡️2026-03-27-MOD_20260201_030001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_030001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2268
安全报告_20260201_050000.md,,#龍芯⚡️2026-03-27-MOD_20260201_050000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_050000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2270
安全报告_20260201_060001.md,,#龍芯⚡️2026-03-27-MOD_20260201_060001_MD_2748-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_060001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2272
安全报告_20260201_090000.md,,#龍芯⚡️2026-03-27-MOD_20260201_090000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_090000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2281
安全报告_20260201_180000.md,,#龍芯⚡️2026-03-27-MOD_20260201_180000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_180000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2311
安全报告_20260201_200000.md,,#龍芯⚡️2026-03-27-MOD_20260201_200000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2317
安全报告_20260202_000000.md,,#龍芯⚡️2026-03-27-MOD_20260202_000000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_000000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2326
安全报告_20260202_030000.md,,#龍芯⚡️2026-03-27-MOD_20260202_030000_MD_4902-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2333
安全报告_20260202_060000.md,,#龍芯⚡️2026-03-27-MOD_20260202_060000_MD_C636-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_060000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2339
安全报告_20260202_070001.md,,#龍芯⚡️2026-03-27-MOD_20260202_070001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_070001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2341
安全报告_20260202_080000.md,,#龍芯⚡️2026-03-27-MOD_20260202_080000_MD_F811-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_080000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2344
安全报告_20260202_120000.md,,#龍芯⚡️2026-03-27-MOD_20260202_120000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_120000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2354
安全报告_20260202_150001.md,,#龍芯⚡️2026-03-27-MOD_20260202_150001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_150001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2361
安全报告_20260202_180000.md,,#龍芯⚡️2026-03-27-MOD_20260202_180000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_180000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2368
安全报告_20260202_200000.md,,#龍芯⚡️2026-03-27-MOD_20260202_200000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2378
安全报告_20260202_210000.md,,#龍芯⚡️2026-03-27-MOD_20260202_210000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_210000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2382
安全报告_20260202_220000.md,,#龍芯⚡️2026-03-27-MOD_20260202_220000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_220000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2385
安全报告_20260203_010000.md,,#龍芯⚡️2026-03-27-MOD_20260203_010000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_010000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2394
安全报告_20260203_050001.md,,#龍芯⚡️2026-03-27-MOD_20260203_050001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_050001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2405
安全报告_20260203_060000.md,,#龍芯⚡️2026-03-27-MOD_20260203_060000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_060000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2407
安全报告_20260203_090000.md,,#龍芯⚡️2026-03-27-MOD_20260203_090000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_090000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2413
安全报告_20260203_100001.md,,#龍芯⚡️2026-03-27-MOD_20260203_100001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_100001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2415
安全报告_20260203_120000.md,,#龍芯⚡️2026-03-27-MOD_20260203_120000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_120000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2419
安全报告_20260203_190000.md,,#龍芯⚡️2026-03-27-MOD_20260203_190000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_190000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2444
安全报告_20260203_200000.md,,#龍芯⚡️2026-03-27-MOD_20260203_200000_MD_1580-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2445
收集报告_20260129_080000.md,,#龍芯⚡️2026-03-27-MOD_20260129_080000_MD_D5C4-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260129_080000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2453
收集报告_20260201_200000.md,,#龍芯⚡️2026-03-27-MOD_20260201_200000_MD_6802-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260201_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2462
收集报告_20260202_200000.md,,#龍芯⚡️2026-03-27-MOD_20260202_200000_MD_1441-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260202_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2466
收集报告_20260203_080000.md,,#龍芯⚡️2026-03-27-MOD_20260203_080000_MD_8657-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260203_080000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2468
同步报告_20260131_220000.md,,#龍芯⚡️2026-03-27-MOD_20260131_220000_MD_C876-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/同步报告_20260131_220000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2482
同步报告_20260202_220000.md,,#龍芯⚡️2026-03-27-MOD_20260202_220000_MD_6988-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/同步报告_20260202_220000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2513
同步报告_20260203_060000.md,,#龍芯⚡️2026-03-27-MOD_20260203_060000_MD_C23C-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/同步报告_20260203_060000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2519
整理报告_20260127_025914.md,,#龍芯⚡️2026-03-27-MOD_20260127_025914_MD-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260127_025914.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2522
整理报告_20260127_030000.md,,#龍芯⚡️2026-03-27-MOD_20260127_030000_MD_6421-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260127_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2525
